Zone,Branch Name,BCCL executive name,City/Location,Name of hospitals,Hoispital Address,No. of rooms,Publication (TOI/ET/NBT/MT/MM),PO,Mode of Distribution (Direct BCCL / Indirect Vendor),"Billing Route 
(Direct by BCCL / via Dealer or Vendor)","Billing Price Category 
(Full / Discounted / Free)",Print-run,"Full cover price
(Rs)",Days of delivery,Billing Price per Copy (Rs),Dealer Commission (per copy in Rs),Vendor Commission (per copy in Rs),BCCL off role manpower Salary (Other Expenses),"Extra Handling Charges
(Rs) per month",Distribution Trail: Step 1 (Drop Point Details),Distribution Trail: Step 2 (Intermediate/Transit),Distribution Trail: Step 3 (placement in the stand/room),Timing: From First Drop Point,Final timing (placement in the stand),Personnel Responsible (Dealer/Vendor/BCCL Off-role),Proof of Delivery (Photos/WhatsApp/Signatures),"Frequency
(proof of delivery)",Remarks / Audit Notes
East,Bhubaneshwar,Badal Karmakar,Bhubaneswar,Kar Vission,Bhubaneswar,0,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Bhubaneswar City ,6.00,Mon-Sun,6.00,0.24,1.80,0,0,Drop at dealer point,Delivery through Vendor,Placement in stand/room by staff,00:00,07:12,Vendor,Signature ,Weekly,
East,Kolkata,Kaushik Mandal,City,Apollo Diagnostic Centre - Mukundapur,"Balaji House, 9/1 Barakhola Road, opposite Purba Jadavpur Police Station (near Metro Cash & Carry), Kolkata - 700099",NA,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,06:30,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Apollo Diagnostic Centre - Mukundapur 2Nd Flr,"Balaji House, 9/1 Barakhola Road, opposite Purba Jadavpur Police Station (near Metro Cash & Carry), Kolkata - 700099",NA,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Cosmos Hospital,"155, Eastern Metropolitan Bypass, Survey Park, Purba Diganta, Santoshpur, Kolkata, West Bengal 700075",120,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:35,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Kolkata Heart And Lungs Hospital,"1400, Survey Park Rd, Survey Park, Santoshpur Kolkata700075",108,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:25,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Nirvana Ivf Clinic,"2nd Floor, UPOHAR TOWN CENTER, 207, Budherhat Rd 700094",60,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,06:30,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Apex Hospital Survey Park,"1219, Survey Park, Sammilani Park, Santoshpur, Kolkata, West Bengal - 700075",85,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:35,07:30,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Iris Health Services Limited," 82/1, Raja Subodh Chandra Mallick Rd, Vidyasagar Colony, Ganguly Bagan, Kolkata, West Bengal 700047",150,ET,1,Direct by BCCL,Direct by BCCL,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:25,06:30,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Nkpc Kidney Hospital - Purbalok,"1212, Kalikapur, Purbalok, Kolkata - 700099, West Bengal",90,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Fri,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,06:30,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,4D Diagnostic & Healt Care,"near Dhamaitala, Southern Bypass, in Dakshin Jagatdal, Kolkata",NA,TOI,1,Direct by BCCL,Direct by BCCL,Full price,Kolkata city and UPC,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,06:30,Vendor,WhatsApp,weekly,OK
East,Kolkata,Kaushik Mandal,City,Remedy Hospital Garia,"3782, Garia Station Road, near the Sahid Khudiram Metro Station, opposite Sitala Mandir, in Garia,  - 700084",150,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,06:30,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,A M Medical Centre Private Limited,"97A, Southern Avenue, Lake Market, Kalighat, Kolkata, West Bengal 700029",15,TOI,6,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:00,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Florence Nursing College,"81, Diamond Harbour Road, Barisha, Kolkata - 700008, West Bengal, near Sakher Bazar",50,TOI,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:15,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Narayan Health Services Private Lim,"601, Diamond Harbour Road, Behala, Kolkata - 700034",500,TOI,8,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:30,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Nature Care ,"Diamond Harbour Road, Konchowki, P.O. & P.S. Bishnupur, Joka, South 24-Parganas, Pin: 743503",300,TOI,5,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:30,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,R G Scientific Enterprises Private,"F-12, East of Kailash, New Delhi, Delhi, India, 110065",500,TOI,70,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,R G Scientific Enterprises Private,"F-12, East of Kailash, New Delhi, Delhi, India, 110065",500,ET,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,5.00,Mon-Sun,4.20,0.30,0.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:35,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Samaritan Clinic Pvt Ltd,"10/4D Lala Lajpat Rai Sarani (Elgin Road), Bhowanipore, Kolkata - 700020.",20,TOI,5,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:25,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Saroj Gupta Cancer Centre & Researc,"Mahatma Gandhi Road, Thakurpukur, Kolkata, West Bengal - 700063",300,TOI,5,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:45,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Pranay Roy,City,Vijaya Diagnostic Centre Limited,"VIP Road (Kalipark), Santoshpur Avenue, Kasba (Prantik Palli), and Gokul Dham (Jessore Road)",160,TOI,2,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city ,6.00,Mon-Sun,4.20,0.30,1.50,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:00,08:00,Vendor,WhatsApp,weekly,OK
East,Kolkata,Subhas Chandra Dutta,City,Apollo Diagnostic Centre - Gariahat,"Leela Roy Sarani, 1F, 48, Gariahat Rd, near Orchestra Co-Operative Housing Society 700029",NA,ET,2,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Sun,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,08:00,Vendor,WhatsApp,Monthly,OK
East,Kolkata,Subhas Chandra Dutta,City,Dr. Lal Path Lab - Tollygunge,Raja Ram mohan Roy Road Tollygung kolkata,NA,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Sun,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:35,06:30,Vendor,WhatsApp,Monthly,OK
East,Kolkata,Subhas Chandra Dutta,City,East India Health Care Private Limi,"1470, Rajdanga Main Road East, Sarat Park, Bosepukur Purbapara, Rajdanga, Kasba, Kolkata, West Bengal 700107",700,ET,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,5.00,Mon-Sun,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:25,06:30,Vendor,WhatsApp,Monthly,OK
East,Kolkata,Subhas Chandra Dutta,City,Kawkdwip General Hospital,"West Bengal, Kakdwip, South 24 Parganas-743347, West Bengal",100,ET,1,Indirect by Vendor,Indirect by Dealar or Vendor,Full price,Kolkata city and UPC,5.00,Mon-Sun,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:30,08:00,Vendor,WhatsApp,Monthly,OK
East,Kolkata,Subhas Chandra Dutta,City,Sunprime Hospitality Llp,"21/4, Aswini Dutta Road Kolkata, West Bengal, India - 700029",60,ET,1,Direct by BCCL,Direct by BCCL,Discounted price,Kolkata city and UPC,5.00,Mon-Sun,3.50,0.25,1.25,0,0,Hospital Service Gate,Front office / reception,By hospital housekeeping staff,07:20,08:00,Vendor,WhatsApp,Monthly,OK
East,Kolkata,Lalit Ojha-Inst,City,Amri Hospitals Limited,"Dhakuria, Golpark, Kolkata.",,TOI,14,Direct by BCCL,Direct by BCCL,0.35,Kolkata,6.00,,3.90,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Amri Hospitals Limited,"Jadovepur, Mukundapur, Kolkata.",,TOI,24,Direct by BCCL,Direct by BCCL,0.35,Kolkata,6.00,,3.90,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Amri Hospitals Limited,"Salt Lake, Kolkata.",,TOI,32,Direct by BCCL,Direct by BCCL,0.35,Kolkata,6.00,,3.90,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Amri Hospitals Limited,,,ET,4,Direct by BCCL,Direct by BCCL,0.3,Kolkata,5.00,,3.50,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Amri Hospitals Limited,,,ET,2,Direct by BCCL,Direct by BCCL,0.3,Kolkata,5.00,,3.50,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Fortis Hospitals Limited,,,TOI,5,Direct by BCCL,Direct by BCCL,0.45,Kolkata,6.00,,3.30,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Fortis Hospitals Limited,,,TOI,16,Direct by BCCL,Direct by BCCL,0.45,Kolkata,6.00,,3.30,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Fortis Hospitals Limited,,,ET,4,Direct by BCCL,Direct by BCCL,0.45,Kolkata,5.00,,2.75,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Life Line Diagnostic Center Cum Nur,,,TOI,12,Direct by BCCL,Direct by BCCL,0.35,Kolkata,6.00,,3.90,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Medica Hospital Privet Limietd,,,TOI,20,Direct by BCCL,Direct by BCCL,0.35,Kolkata,6.00,,3.90,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Olivia Nursing Home & Diagnostic,,,TOI,15,Direct by BCCL,Direct by BCCL,0.4,Kolkata,6.00,,3.60,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,Ruby General Hospitals Ltd.,,,TOI,26,Direct by BCCL,Direct by BCCL,0.3,Kolkata,6.00,,4.20,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,The Calcutta Medical Reaserch Insti,,,TOI,104,Direct by BCCL,Direct by BCCL,0.4,Kolkata,6.00,,3.60,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,The Calcutta Medical Reaserch Insti,,,TOI,34,Direct by BCCL,Direct by BCCL,0.4,Kolkata,6.00,,3.60,,,,,,,,,,,,,
East,Kolkata,Lalit Ojha-Inst,City,The Calcutta Medical Reaserch Insti,,,ET,6,Direct by BCCL,Direct by BCCL,0.4,Kolkata,5.00,,3.00,,,,,,,,,,,,,
East,Kolkata,Subrata Naskar,City,Charnock Hospitals Pvt Ltd,VIP Haldiram,56,TOI,96,Direct by BCCL,Direct BCCL,Discounted price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Charnock Hospitals Pvt Ltd,VIP Haldiram,56,ET,8,Direct by BCCL,Direct BCCL,Discounted price,Kolkata City,5.00,Mon-Fri,4.00,0.25,1.25,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,UPC,Disha Eye Hospital,Durgapur,36,TOI,2,Indirect by Vendor,Vendor,Full price,UPC,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,UPC,Iq City Narayana Hospital Durgapur,Durgapur,72,TOI,4,Indirect by Vendor,Vendor,Full price,UPC,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,UPC,Iq City Narayana Hospital Durgapur,Durgapur,72,ET,2,Indirect by Vendor,Vendor,Full price,UPC,5.00,Mon-Fri,5.00,0.25,1.25,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Kolkata Eye Care Hospital,Raghunathpur,15,TOI,3,Indirect by Vendor,Direct BCCL,Discounted price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Midas Touch Health Care Private Ltd,Chinarpark,0,TOI,2,Direct by BCCL,Direct BCCL,Discounted price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Midas Touch Health Care Private Ltd,Chinarpark,0,ET,1,Direct by BCCL,Direct BCCL,Discounted price,Kolkata City,5.00,Mon-Fri,4.00,0.25,1.25,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Netralayam (Bb Eye Foundation),Raghunathpur,15,TOI,3,Indirect by Vendor,Vendor,Full price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Netralayam (Bb Eye Foundation),Raghunathpur,15,ET,3,Indirect by Vendor,Vendor,Full price,Kolkata City,5.00,Mon-Fri,5.00,0.25,1.25,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,"Pkg Hospital, Newtown",Newtown,75,TOI,2,Indirect by Vendor,Vendor,Full price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Raha Hospitality Pvt Ltd,Newtown,30,TOI,16,Direct by BCCL,Vendor,Discounted price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Raha Hospitality Pvt Ltd,Airport,30,ET,1,Direct by BCCL,Direct BCCL,Discounted price,Kolkata City,5.00,Mon-Fri,4.00,0.25,1.25,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Spandan Hospital,Raghunathpur,45,TOI,4,Indirect by Vendor,Vendor,Full price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Vijaya Diagnostic Centre,Kaikhali,0,TOI,10,Indirect by Vendor,Vendor,Full price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Subrata Naskar,City,Vip Apex Medical Centre Pvt Ltd,Baguiati,25,TOI,2,Indirect by Vendor,Direct BCCL,Discounted price,Kolkata City,6.14,Mon-Sun,4.61,0.30,1.80,0,0,Main gate,Reception,Reception,07:12,07:12,Vendor,WhatsApp,Weekly,
East,Kolkata,Sovan Biswas,UPC,Neotia Get Wel,Siliguri,55,TOI,3,Indirect by Vendor,Indirect by Vendor,Full price,Siliguri,Rs.5,Mon-Sun,Rs.5,0.25,1.75,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Sovan Biswas,UPC,Skipping Stones Private Limited,Gangtok,75,TOI,5,Direct by BCCL,Direct by BCCL,Discounted price,Siliguri,Rs.5,Mon-Sun,Rs.4,0.00,0.00,200,0,hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Atindra Medicare,"66 B, Beside Bypass Dhaba Restaurant, Canal South Road, Dhapa, Kolkata-700107",0,TOI,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Atindra Medicare,"67 B, Beside Bypass Dhaba Restaurant, Canal South Road, Dhapa, Kolkata-700107",0,ET,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Bliss Hospital,"11, Sonar Tori Apartment, Near HLG Hospital & Kalyanpur Housing More, Ramkrishna Mission, Asansol-713305",0,TOI,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Bliss Hospital,"11, Sonar Tori Apartment, Near HLG Hospital & Kalyanpur Housing More, Ramkrishna Mission, Asansol-713305",0,ET,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Eves Clinic,"11A Bus Terminus, DumDum Junction Railway and Metro Station, Ghughudanga, Kolkata-700030",0,TOI,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Eves Clinic,"11A Bus Terminus, DumDum Junction Railway and Metro Station, Ghughudanga, Kolkata-700031",0,ET,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Health World,Health World Asansol,100,TOI,4,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Health World,Health World Asansol,100,ET,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Healthcare Scan Diagnostic,"Nonapukur Tram Depot, 180 Acharya Jagdish Chandra Bose Road, Beniapukur, Kolkata-700014,",0,TOI,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Healthcare Scan Diagnostic,"Nonapukur Tram Depot, 180 Acharya Jagdish Chandra Bose Road, Beniapukur, Kolkata-700014,",0,ET,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Horizon Life Line Pvt Ltd,"P-34, Near Philips More & Nani Gopal Roy Chowdhury Avenue, Moulali, C I T Road, Entally, Kolkata-700014",50,TOI,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Institute Of Neurosciences Kolkata,"6B, Beck Bagan, Ballygunge, Acharya Jagdish Chandra Bose Road, Park Circus, Kolkata-700017",200,TOI,15,Direct by BCCL,Direct by BCCL,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Institute Of Neurosciences Kolkata,"6B, Beck Bagan, Ballygunge, Acharya Jagdish Chandra Bose Road, Park Circus, Kolkata-700018",200,ET,2,Direct by BCCL,Direct by BCCL,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Life Line Hospital,"19/B, Beside Alisia Asiana, Sir Syed Ahmed Road, Entally, Kolkata-700014, ",40,TOI,4,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Life Line Hospital,"19/B, Beside Alisia Asiana, Sir Syed Ahmed Road, Entally, Kolkata-700014, ",40,ET,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,R B Diagonostics,"9/2 A, 1st Floor, Pushpanjali Chambers, Near Vishwakarma Building, Topsia Road, Govinda Khatick Road, Kolkata-700046,",0,TOI,1,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Ssrm Diagnostic Centre,"501/1, Jessore Road, Bangur Avenue, Kolkata-700055,",0,TOI,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Ssrm Diagnostic Centre,"501/1, Jessore Road, Bangur Avenue, Kolkata-700055,",0,ET,2,Indirect by Vendor,Indirect by Vendor,Discounted Price,Kolkata city and UPC,5.00,Mon-Sun,5.00,0.25,1.50,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Majed Baksh,City,Nrs Medical College,"138, Near Sealdah Railway Station, A J C Bose Road, Sealdah, Kolkata-700014",400,TOI,2,Direct by BCCL,Direct by BCCL,Discounted Price,Kolkata city and UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,hospital service gate,Front office / reception,By hospital housekeeping staff,06:30,06:30,Vendor,WhatsApp,Weekly,
East,Kolkata,Arup Roy,UPC,Agartala Govt. Medical College,Agartala,100,TOI,8,Indirect by Vendor,Vendor,Full price,Kolkata UPC,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,City,Aims Kalyani,Kalyani,200,TOI,9,Indirect by Vendor,Vendor,Full price,Kolkata city ,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
East,Kolkata,Arup Roy,UPC,Apollo Dunlop,Kolkata,0,TOI,1,Indirect by Vendor,Vendor,Full price,Kolkata city ,6.00,Mon-Sun,6.00,0.30,1.80,0,0,Hospital service gate,Front office / reception,By hospital housekeeping staff,05:30,07:30,Vendor,WhatsApp,Monthly, 
